Chr	Start	End 	Value
6 97000000 98000000 2488
6 98000000 99000000 2384
6 99000000 100000000 4401
6 100000000 101000000 4765
6 101000000 102000000 3849
6 102000000 103000000 2859
6 103000000 104000000 4032
6 104000000 105000000 3239
6 105000000 106000000 3542
6 106000000 107000000 2901
6 107000000 108000000 3426
6 108000000 109000000 3744
6 109000000 110000000 3558
6 110000000 111000000 2246
6 111000000 112000000 3255
6 112000000 113000000 4115
6 113000000 114000000 4825
6 114000000 115000000 4957
6 115000000 116000000 3953
6 116000000 117000000 3234
6 117000000 118000000 3491
6 118000000 119000000 2506
6 119000000 120000000 3381
6 120000000 121000000 5412
6 121000000 122000000 2853
6 122000000 123000000 2852
6 123000000 124000000 3803
6 124000000 125000000 3051
6 125000000 126000000 4481
6 126000000 127000000 3595
6 127000000 128000000 3028
6 128000000 129000000 3327
6 129000000 130000000 3003
6 130000000 131000000 3841
6 131000000 132000000 3702
6 132000000 133000000 3859
6 133000000 134000000 4022
6 134000000 135000000 3738
6 135000000 136000000 5453
6 136000000 137000000 4662
6 137000000 138000000 4661
6 138000000 139000000 3550
6 139000000 140000000 3588
6 140000000 141000000 2530
6 141000000 142000000 3313
6 142000000 143000000 4751
6 143000000 144000000 5261
6 144000000 145000000 4042
6 145000000 146000000 3776
6 146000000 147000000 3507
6 147000000 148000000 5817
6 148000000 149000000 4722
6 149000000 150000000 5422
6 150000000 151000000 5318
6 151000000 152000000 5152
6 152000000 153000000 3996
6 153000000 154000000 4457
6 154000000 155000000 4420
6 155000000 156000000 3187
6 156000000 157000000 4977
6 157000000 158000000 4670
6 158000000 159000000 3409
6 159000000 160000000 4428
6 160000000 161000000 3885
6 161000000 162000000 4205
6 162000000 163000000 5202
6 163000000 164000000 4439
6 164000000 165000000 3590
6 165000000 166000000 4454
6 166000000 167000000 5516
6 167000000 168000000 3775
6 168000000 169000000 4411
6 169000000 170000000 4022
6 170000000 171000000 3247
6 171000000 172000000 2367
6 172000000 173000000 2764
6 173000000 173029059 161
7 0 1000000 2868
7 1000000 2000000 2285
7 2000000 3000000 1707
7 3000000 4000000 2220
7 4000000 5000000 4769
7 5000000 6000000 3250
7 6000000 7000000 3754
7 7000000 8000000 2608
7 8000000 9000000 4388
7 9000000 10000000 2498
7 10000000 11000000 2939
7 11000000 12000000 3740
7 12000000 13000000 2894
7 13000000 14000000 4296
7 14000000 15000000 4287
7 15000000 16000000 3539
7 16000000 17000000 3634
7 17000000 18000000 2510
7 18000000 19000000 3158
7 19000000 20000000 4319
7 20000000 21000000 4954
7 21000000 22000000 4271
7 22000000 23000000 3070
7 23000000 24000000 4692
7 24000000 25000000 4098
7 25000000 26000000 3669
7 26000000 27000000 3567
7 27000000 28000000 3974
7 28000000 29000000 3097
7 29000000 30000000 3637
7 30000000 31000000 3363
7 31000000 32000000 3249
7 32000000 33000000 3468
7 33000000 34000000 3853
7 34000000 35000000 2747
7 35000000 36000000 3932
7 36000000 37000000 3946
7 37000000 38000000 3074
7 38000000 39000000 3033
7 39000000 40000000 2691
7 40000000 41000000 4015
7 41000000 42000000 3839
7 42000000 43000000 3199
7 43000000 44000000 3627
7 44000000 45000000 3560
7 45000000 46000000 4211
7 46000000 47000000 3307
7 47000000 48000000 2893
7 48000000 49000000 3276
7 49000000 50000000 4559
7 50000000 51000000 4621
7 51000000 52000000 4625
7 52000000 53000000 3767
7 53000000 54000000 2089
7 54000000 55000000 2885
7 55000000 56000000 3482
7 56000000 57000000 1895
7 57000000 58000000 2956
7 58000000 59000000 3184
7 59000000 60000000 3768
7 60000000 61000000 4495
7 61000000 62000000 5046
7 62000000 63000000 3772
7 63000000 64000000 3574
7 64000000 65000000 3442
7 65000000 66000000 2753
7 66000000 67000000 3938
7 67000000 68000000 3533
7 68000000 69000000 2870
7 69000000 70000000 4232
7 70000000 71000000 3815
7 71000000 72000000 3553
7 72000000 73000000 3787
7 73000000 74000000 3143
7 74000000 75000000 3348
7 75000000 76000000 3305
7 76000000 77000000 2240
7 77000000 78000000 4301
7 78000000 79000000 4284
7 79000000 80000000 3581
7 80000000 81000000 4370
7 81000000 82000000 3552
7 82000000 83000000 5243
7 83000000 84000000 3444
7 84000000 85000000 4236
7 85000000 86000000 4598
7 86000000 87000000 4090
7 87000000 88000000 3453
7 88000000 89000000 3340
7 89000000 90000000 2854
7 90000000 91000000 2788
7 91000000 92000000 3251
7 92000000 93000000 3003
7 93000000 94000000 3890
7 94000000 95000000 4418
7 95000000 96000000 3391
7 96000000 97000000 4584
7 97000000 98000000 3026
7 98000000 99000000 4716
7 99000000 100000000 3832
7 100000000 101000000 2580
7 101000000 102000000 3081
7 102000000 103000000 3041
7 103000000 104000000 3607
7 104000000 105000000 3577
7 105000000 106000000 3719
7 106000000 107000000 2922
7 107000000 108000000 3229
7 108000000 109000000 4683
7 109000000 110000000 4176
7 110000000 111000000 4192
7 111000000 112000000 3575
7 112000000 113000000 2091
7 113000000 114000000 1960
7 114000000 115000000 1720
7 115000000 116000000 2481
7 116000000 117000000 2822
7 117000000 118000000 3637
7 118000000 119000000 3468
7 119000000 120000000 2900
7 120000000 121000000 2300
7 121000000 122000000 2385
7 122000000 123000000 1543
7 123000000 124000000 2101
7 124000000 125000000 4484
7 125000000 126000000 2232
7 126000000 127000000 3960
7 127000000 128000000 5799
7 128000000 129000000 5963
7 129000000 130000000 4027
7 130000000 131000000 9567
7 131000000 132000000 15845
7 132000000 133000000 3105
7 133000000 134000000 3152
7 134000000 135000000 3207
7 135000000 136000000 4121
7 136000000 137000000 5493
7 137000000 138000000 3224
7 138000000 139000000 4811
7 139000000 140000000 3274
7 140000000 141000000 4044
7 141000000 142000000 4498
7 142000000 143000000 4201
7 143000000 144000000 3826
7 144000000 145000000 4994
7 145000000 146000000 4393
7 146000000 147000000 3410
7 147000000 148000000 3974
7 148000000 149000000 3453
7 149000000 150000000 4669
7 150000000 151000000 3763
7 151000000 152000000 3512
7 152000000 153000000 3660
7 153000000 154000000 4077
7 154000000 155000000 4734
7 155000000 156000000 3060
7 156000000 157000000 6147
7 157000000 158000000 12059
7 158000000 159000000 6369
7 159000000 160000000 748
7 160000000 161000000 583
7 161000000 162000000 359
7 162000000 162823747 1775
8 0 1000000 3204
8 1000000 2000000 1984
8 2000000 3000000 1767
8 3000000 4000000 3214
8 4000000 5000000 3571
8 5000000 6000000 1399
8 6000000 7000000 2093
8 7000000 8000000 4978
8 8000000 9000000 4430
8 9000000 10000000 4520
8 10000000 11000000 5799
8 11000000 12000000 6320
8 12000000 13000000 4821
8 13000000 14000000 6119
8 14000000 15000000 3745
8 15000000 16000000 2943
8 16000000 17000000 3509
8 17000000 18000000 4938
8 18000000 19000000 4079
8 19000000 20000000 3603
8 20000000 21000000 4481
8 21000000 22000000 3910
8 22000000 23000000 3419
8 23000000 24000000 1778
8 24000000 25000000 1858
8 25000000 26000000 2160
8 26000000 27000000 2976
8 27000000 28000000 4595
8 28000000 29000000 5454
8 29000000 30000000 2723
8 30000000 31000000 3274
8 31000000 32000000 3278
8 32000000 33000000 4115
8 33000000 34000000 4580
8 34000000 35000000 4886
8 35000000 36000000 4727
8 36000000 37000000 3147
8 37000000 38000000 2835
8 38000000 39000000 2517
8 39000000 40000000 2715
8 40000000 41000000 2661
8 41000000 42000000 3334
8 42000000 43000000 5558
8 43000000 44000000 4487
8 44000000 45000000 3659
8 45000000 46000000 3777
8 46000000 47000000 3520
8 47000000 48000000 3074
8 48000000 49000000 1990
8 49000000 50000000 2497
8 50000000 51000000 2783
8 51000000 52000000 3363
8 52000000 53000000 3340
8 53000000 54000000 3942
8 54000000 55000000 5282
8 55000000 56000000 4057
8 56000000 57000000 4004
8 57000000 58000000 4241
8 58000000 59000000 2731
8 59000000 60000000 4129
8 60000000 61000000 3809
8 61000000 62000000 4506
8 62000000 63000000 3685
8 63000000 64000000 3911
8 64000000 65000000 3623
8 65000000 66000000 3791
8 66000000 67000000 3860
8 67000000 68000000 2391
8 68000000 69000000 2989
8 69000000 70000000 3446
8 70000000 71000000 4210
8 71000000 72000000 5319
8 72000000 73000000 4657
8 73000000 74000000 3610
8 74000000 75000000 4425
8 75000000 76000000 4201
8 76000000 77000000 4095
8 77000000 78000000 3692
8 78000000 79000000 5783
8 79000000 80000000 3387
8 80000000 81000000 2523
8 81000000 82000000 4519
8 82000000 83000000 4040
8 83000000 84000000 3776
8 84000000 85000000 3367
8 85000000 86000000 3264
8 86000000 87000000 3082
8 87000000 88000000 4604
8 88000000 89000000 2841
8 89000000 90000000 3653
8 90000000 91000000 3052
8 91000000 92000000 3388
8 92000000 93000000 5022
8 93000000 94000000 2977
8 94000000 95000000 4222
8 95000000 96000000 4388
8 96000000 97000000 4184
8 97000000 98000000 5284
8 98000000 99000000 4610
8 99000000 100000000 4453
8 100000000 101000000 3194
8 101000000 102000000 3283
8 102000000 103000000 3185
8 103000000 104000000 3176
8 104000000 105000000 1697
8 105000000 106000000 2848
8 106000000 107000000 5810
8 107000000 108000000 3482
8 108000000 109000000 4699
8 109000000 110000000 4180
8 110000000 111000000 3037
8 111000000 112000000 3939
8 112000000 113000000 4122
8 113000000 114000000 4945
8 114000000 115000000 4233
8 115000000 116000000 5408
8 116000000 117000000 7575
8 117000000 118000000 2911
8 118000000 119000000 4198
8 119000000 120000000 5913
8 120000000 121000000 6410
8 121000000 122000000 3491
8 122000000 123000000 4623
8 123000000 124000000 2646
8 124000000 125000000 2521
8 125000000 126000000 7850
8 126000000 127000000 7810
8 127000000 128000000 837
8 128000000 129000000 1285
8 129000000 130000000 1247
8 130000000 131000000 2425
8 131000000 132000000 3955
8 132000000 133000000 5601
8 133000000 134000000 3254
8 134000000 135000000 3575
8 135000000 136000000 6710
8 136000000 137000000 2942
8 137000000 138000000 3477
8 138000000 139000000 3525
8 139000000 140000000 4305
8 140000000 141000000 3039
8 141000000 142000000 3736
8 142000000 143000000 4925
8 143000000 144000000 3305
8 144000000 145000000 3111
8 145000000 146000000 3284
8 146000000 147000000 2231
8 147000000 148000000 2000
8 148000000 149000000 3092
8 149000000 150000000 5224
8 150000000 151000000 5355
8 151000000 152000000 3287
8 152000000 153000000 2318
8 153000000 153872958 2020
9 0 1000000 10440
9 1000000 2000000 4566
9 2000000 3000000 2714
9 3000000 4000000 5072
9 4000000 5000000 1819
9 5000000 6000000 4305
9 6000000 7000000 4302
9 7000000 8000000 4075
9 8000000 9000000 3938
9 9000000 10000000 3671
9 10000000 11000000 4420
9 11000000 12000000 4322
9 12000000 13000000 4134
9 13000000 14000000 4773
9 14000000 15000000 3924
9 15000000 16000000 3949
9 16000000 17000000 5408
9 17000000 18000000 3511
9 18000000 19000000 3913
9 19000000 20000000 3465
9 20000000 21000000 4539
9 21000000 22000000 4021
9 22000000 23000000 3628
9 23000000 24000000 4103
9 24000000 25000000 3516
9 25000000 26000000 3799
9 26000000 27000000 4218
9 27000000 28000000 3507
9 28000000 29000000 1869
9 29000000 30000000 3010
9 30000000 31000000 3422
9 31000000 32000000 3517
9 32000000 33000000 4127
9 33000000 34000000 3992
9 34000000 35000000 4152
9 35000000 36000000 4231
9 36000000 37000000 3744
9 37000000 38000000 4540
9 38000000 39000000 5088
9 39000000 40000000 4653
9 40000000 41000000 3569
9 41000000 42000000 4159
9 42000000 43000000 5828
9 43000000 44000000 3502
9 44000000 45000000 3523
9 45000000 46000000 3733
9 46000000 47000000 2871
9 47000000 48000000 3098
9 48000000 49000000 3824
9 49000000 50000000 3479
9 50000000 51000000 2624
9 51000000 52000000 3178
9 52000000 53000000 4204
9 53000000 54000000 3830
9 54000000 55000000 3811
9 55000000 56000000 4761
9 56000000 57000000 2332
9 57000000 58000000 3283
9 58000000 59000000 2964
9 59000000 60000000 3390
9 60000000 61000000 4453
9 61000000 62000000 4216
9 62000000 63000000 4970
9 63000000 64000000 4110
9 64000000 65000000 2563
9 65000000 66000000 3999
9 66000000 67000000 3968
9 67000000 68000000 5022
9 68000000 69000000 2906
9 69000000 70000000 3349
9 70000000 71000000 3941
9 71000000 72000000 5662
9 72000000 73000000 3442
9 73000000 74000000 4348
9 74000000 75000000 3572
9 75000000 76000000 3094
9 76000000 77000000 3595
9 77000000 78000000 2304
9 78000000 79000000 3241
9 79000000 80000000 3666
9 80000000 81000000 2491
9 81000000 82000000 2847
9 82000000 83000000 3597
9 83000000 84000000 2305
9 84000000 85000000 4577
9 85000000 86000000 3975
9 86000000 87000000 3547
9 87000000 88000000 3708
9 88000000 89000000 3977
9 89000000 90000000 4790
9 90000000 91000000 5204
9 91000000 92000000 4852
9 92000000 93000000 3729
9 93000000 94000000 3790
9 94000000 95000000 5084
9 95000000 96000000 4916
9 96000000 97000000 3277
9 97000000 98000000 3493
9 98000000 99000000 4740
9 99000000 100000000 3842
9 100000000 101000000 3211
9 101000000 102000000 4173
9 102000000 103000000 2732
9 103000000 104000000 4067
9 104000000 105000000 3944
9 105000000 106000000 2871
9 106000000 107000000 4468
9 107000000 108000000 3149
9 108000000 109000000 4547
9 109000000 110000000 4664
9 110000000 111000000 4954
9 111000000 112000000 3397
9 112000000 113000000 3711
9 113000000 114000000 2855
9 114000000 115000000 3666
9 115000000 116000000 3423
9 116000000 117000000 4708
9 117000000 118000000 4456
9 118000000 119000000 4793
9 119000000 120000000 4713
9 120000000 121000000 4963
9 121000000 122000000 4291
9 122000000 123000000 3667
9 123000000 124000000 4872
9 124000000 125000000 5684
9 125000000 126000000 2794
9 126000000 127000000 4323
9 127000000 128000000 4080
9 128000000 129000000 3544
9 129000000 130000000 5067
9 130000000 131000000 3588
9 131000000 132000000 3471
9 132000000 133000000 4295
9 133000000 134000000 2824
9 134000000 135000000 3375
9 135000000 136000000 4084
9 136000000 137000000 4301
9 137000000 138000000 3707
9 138000000 139000000 3552
9 139000000 140000000 8172
9 140000000 141000000 2924
9 141000000 142000000 2462
9 142000000 143000000 1621
9 143000000 144000000 1152
9 144000000 145000000 1866
9 145000000 146000000 1252
9 146000000 146519342 2709
10 0 1000000 2769
10 1000000 2000000 1534
10 2000000 3000000 1184
10 3000000 4000000 2121
10 4000000 5000000 3636
10 5000000 6000000 4106
10 6000000 7000000 3364
10 7000000 8000000 2040
10 8000000 9000000 3571
10 9000000 10000000 3251
10 10000000 11000000 2795
10 11000000 12000000 3418
10 12000000 13000000 3741
10 13000000 14000000 4205
10 14000000 15000000 3320
10 15000000 16000000 3701
10 16000000 17000000 4627
10 17000000 18000000 3911
10 18000000 19000000 2560
10 19000000 20000000 4168
10 20000000 21000000 3981
10 21000000 22000000 4610
10 22000000 23000000 3978
10 23000000 24000000 3215
10 24000000 25000000 4202
10 25000000 26000000 4289
10 26000000 27000000 4103
10 27000000 28000000 3340
10 28000000 29000000 3381
10 29000000 30000000 3743
10 30000000 31000000 3497
10 31000000 32000000 4348
10 32000000 33000000 4139
10 33000000 34000000 3459
10 34000000 35000000 4237
10 35000000 36000000 4234
10 36000000 37000000 5000
10 37000000 38000000 3963
10 38000000 39000000 3324
10 39000000 40000000 3565
10 40000000 41000000 4106
10 41000000 42000000 4057
10 42000000 43000000 3580
10 43000000 44000000 3041
10 44000000 45000000 4431
10 45000000 46000000 5636
10 46000000 47000000 4113
10 47000000 48000000 5839
10 48000000 49000000 2750
10 49000000 50000000 2966
10 50000000 51000000 2372
10 51000000 52000000 4261
10 52000000 53000000 3905
10 53000000 54000000 4858
10 54000000 55000000 3728
10 55000000 56000000 5228
10 56000000 57000000 7966
10 57000000 58000000 7496
10 58000000 59000000 3542
10 59000000 60000000 4581
10 60000000 61000000 4879
10 61000000 62000000 3820
10 62000000 63000000 3246
10 63000000 64000000 2559
10 64000000 65000000 2977
10 65000000 66000000 3470
10 66000000 67000000 2769
10 67000000 68000000 3087
10 68000000 69000000 5107
10 69000000 70000000 3384
10 70000000 71000000 3158
10 71000000 72000000 4003
10 72000000 73000000 3029
10 73000000 74000000 2219
10 74000000 75000000 2799
10 75000000 76000000 3264
10 76000000 77000000 3875
10 77000000 78000000 5303
10 78000000 79000000 3579
10 79000000 80000000 2549
10 80000000 81000000 4435
10 81000000 82000000 3347
10 82000000 83000000 3802
10 83000000 84000000 2802
10 84000000 85000000 3513
10 85000000 86000000 3763
10 86000000 87000000 3038
10 87000000 88000000 2225
10 88000000 89000000 3299
10 89000000 90000000 2919
10 90000000 91000000 2692
10 91000000 92000000 2620
10 92000000 93000000 3140
10 93000000 94000000 3396
10 94000000 95000000 3290
10 95000000 96000000 3363
10 96000000 97000000 4806
10 97000000 98000000 4325
10 98000000 99000000 3234
10 99000000 100000000 3666
10 100000000 101000000 3731
10 101000000 102000000 2244
10 102000000 103000000 2727
10 103000000 104000000 2505
10 104000000 105000000 3960
10 105000000 106000000 3184
10 106000000 107000000 3289
10 107000000 108000000 3176
10 108000000 109000000 2683
10 109000000 110000000 3951
10 110000000 111000000 3304
10 111000000 112000000 3300
10 112000000 113000000 2208
10 113000000 114000000 3561
10 114000000 115000000 1052
10 115000000 116000000 769
10 116000000 117000000 2899
10 117000000 118000000 2984
10 118000000 119000000 4355
10 119000000 120000000 3716
10 120000000 121000000 4210
10 121000000 122000000 3213
10 122000000 123000000 2603
10 123000000 124000000 2053
10 124000000 125000000 3861
10 125000000 126000000 3275
10 126000000 127000000 4106
10 127000000 128000000 4312
10 128000000 129000000 2705
10 129000000 130000000 3960
10 130000000 131000000 5062
10 131000000 132000000 4955
10 132000000 133000000 4416
10 133000000 134000000 3951
10 134000000 135000000 4302
10 135000000 136000000 4023
10 136000000 137000000 4034
10 137000000 138000000 4347
10 138000000 139000000 3309
10 139000000 140000000 4442
10 140000000 141000000 4846
10 141000000 142000000 4059
10 142000000 143000000 3378
10 143000000 144000000 6389
10 144000000 145000000 7858
10 145000000 145285108 3265
11 0 1000000 2506
11 1000000 2000000 2108
11 2000000 3000000 6235
11 3000000 4000000 2526
11 4000000 5000000 2146
11 5000000 6000000 1378
11 6000000 7000000 1321
11 7000000 8000000 1611
11 8000000 9000000 1875
11 9000000 10000000 2120
11 10000000 11000000 7082
11 11000000 12000000 3077
11 12000000 13000000 2253
11 13000000 14000000 4593
11 14000000 15000000 5679
11 15000000 16000000 6112
11 16000000 17000000 3391
11 17000000 18000000 4851
11 18000000 19000000 5374
11 19000000 20000000 6947
11 20000000 21000000 6842
11 21000000 22000000 7280
11 22000000 23000000 6701
11 23000000 24000000 6455
11 24000000 25000000 7004
11 25000000 26000000 4791
11 26000000 27000000 2188
11 27000000 28000000 1723
11 28000000 29000000 2308
11 29000000 30000000 2668
11 30000000 31000000 5197
11 31000000 32000000 3661
11 32000000 33000000 4081
11 33000000 34000000 4359
11 34000000 35000000 5732
11 35000000 36000000 4586
11 36000000 37000000 2799
11 37000000 38000000 3931
11 38000000 39000000 2870
11 39000000 40000000 3190
11 40000000 41000000 2219
11 41000000 42000000 3576
11 42000000 43000000 3796
11 43000000 44000000 3681
11 44000000 45000000 3014
11 45000000 46000000 3735
11 46000000 47000000 5155
11 47000000 48000000 3798
11 48000000 49000000 5646
11 49000000 50000000 4347
11 50000000 51000000 3907
11 51000000 52000000 4152
11 52000000 53000000 2710
11 53000000 54000000 5599
11 54000000 55000000 2700
11 55000000 56000000 2724
11 56000000 57000000 2325
11 57000000 58000000 3399
11 58000000 59000000 2569
11 59000000 60000000 2924
11 60000000 61000000 3172
11 61000000 62000000 2866
11 62000000 63000000 1871
11 63000000 64000000 2247
11 64000000 65000000 4552
11 65000000 66000000 5143
11 66000000 67000000 3912
11 67000000 68000000 4454
11 68000000 69000000 6738
11 69000000 70000000 2938
11 70000000 71000000 1932
11 71000000 72000000 2480
11 72000000 73000000 2163
11 73000000 74000000 1467
11 74000000 75000000 2837
11 75000000 76000000 2042
11 76000000 77000000 3337
11 77000000 78000000 3612
11 78000000 79000000 4070
11 79000000 80000000 5620
11 80000000 81000000 2688
11 81000000 82000000 3033
11 82000000 83000000 3550
11 83000000 84000000 3835
11 84000000 85000000 3568
11 85000000 86000000 3619
11 86000000 87000000 4106
11 87000000 88000000 6059
11 88000000 89000000 4224
11 89000000 90000000 3991
11 90000000 91000000 4836
11 91000000 92000000 3775
11 92000000 93000000 3488
11 93000000 94000000 4268
11 94000000 95000000 5136
11 95000000 96000000 4536
11 96000000 97000000 3564
11 97000000 98000000 3870
11 98000000 99000000 3810
11 99000000 100000000 3526
11 100000000 101000000 4785
11 101000000 102000000 4012
11 102000000 103000000 4145
11 103000000 104000000 3068
11 104000000 105000000 2929
11 105000000 106000000 4238
11 106000000 107000000 3180
11 107000000 108000000 3837
11 108000000 109000000 3238
11 109000000 110000000 3569
11 110000000 111000000 3744
11 111000000 112000000 3567
11 112000000 113000000 2924
11 113000000 114000000 2707
11 114000000 115000000 3049
11 115000000 116000000 3276
11 116000000 117000000 4124
11 117000000 118000000 5011
11 118000000 119000000 4227
11 119000000 120000000 5176
11 120000000 121000000 3934
11 121000000 122000000 3510
11 122000000 123000000 3221
11 123000000 124000000 5395
11 124000000 125000000 3938
11 125000000 126000000 3437
11 126000000 127000000 4182
11 127000000 128000000 4015
11 128000000 129000000 3454
11 129000000 130000000 3400
11 130000000 131000000 5585
11 131000000 132000000 4960
11 132000000 132263442 1540
12 0 1000000 1842
12 1000000 2000000 2322
12 2000000 3000000 2764
12 3000000 4000000 2986
12 4000000 5000000 4083
12 5000000 6000000 4694
12 6000000 7000000 3279
12 7000000 8000000 2633
12 8000000 9000000 4788
12 9000000 10000000 3265
12 10000000 11000000 3891
12 11000000 12000000 5030
12 12000000 13000000 3584
12 13000000 14000000 3664
12 14000000 15000000 4602
12 15000000 16000000 3832
12 16000000 17000000 4377
12 17000000 18000000 4218
12 18000000 19000000 3003
12 19000000 20000000 4150
12 20000000 21000000 5261
12 21000000 22000000 3314
12 22000000 23000000 4788
12 23000000 24000000 3924
12 24000000 25000000 2324
12 25000000 26000000 4494
12 26000000 27000000 5319
12 27000000 28000000 3016
12 28000000 29000000 3533
12 29000000 30000000 3055
12 30000000 31000000 3300
12 31000000 32000000 5570
12 32000000 33000000 7300
12 33000000 34000000 3722
12 34000000 35000000 9807
12 35000000 36000000 6445
12 36000000 37000000 5706
12 37000000 38000000 4401
12 38000000 39000000 2651
12 39000000 40000000 2422
12 40000000 41000000 4363
12 41000000 42000000 4068
12 42000000 43000000 3492
12 43000000 44000000 3217
12 44000000 45000000 3795
12 45000000 46000000 2379
12 46000000 47000000 3612
12 47000000 48000000 4193
12 48000000 49000000 5491
12 49000000 50000000 4225
12 50000000 51000000 3973
12 51000000 52000000 4768
12 52000000 53000000 4678
12 53000000 54000000 2564
12 54000000 55000000 3482
12 55000000 56000000 3861
12 56000000 57000000 2864
12 57000000 58000000 2412
12 58000000 59000000 3227
12 59000000 60000000 6196
12 60000000 61000000 4177
12 61000000 62000000 2953
12 62000000 63000000 5190
12 63000000 64000000 4040
12 64000000 65000000 2385
12 65000000 66000000 2865
12 66000000 67000000 2762
12 67000000 68000000 2513
12 68000000 69000000 3309
12 69000000 70000000 3462
12 70000000 71000000 3283
12 71000000 72000000 2760
12 72000000 73000000 3150
12 73000000 74000000 4016
12 74000000 75000000 3528
12 75000000 76000000 4650
12 76000000 77000000 3877
12 77000000 78000000 3756
12 78000000 79000000 3411
12 79000000 80000000 4084
12 80000000 81000000 2991
12 81000000 82000000 2984
12 82000000 83000000 2684
12 83000000 84000000 4264
12 84000000 85000000 3173
12 85000000 86000000 3272
12 86000000 87000000 5086
12 87000000 88000000 4756
12 88000000 89000000 4767
12 89000000 90000000 3746
12 90000000 91000000 4310
12 91000000 92000000 5691
12 92000000 93000000 3964
12 93000000 94000000 3742
12 94000000 95000000 4262
12 95000000 96000000 3861
12 96000000 97000000 3956
12 97000000 98000000 3962
12 98000000 99000000 3560
12 99000000 100000000 4002
12 100000000 101000000 3202
12 101000000 102000000 2653
12 102000000 103000000 3743
12 103000000 104000000 2771
12 104000000 105000000 3820
12 105000000 106000000 3071
12 106000000 107000000 2952
12 107000000 108000000 3136
12 108000000 109000000 3578
12 109000000 110000000 4084
12 110000000 111000000 3884
12 111000000 112000000 2556
12 112000000 113000000 2473
12 113000000 114000000 3414
12 114000000 115000000 5696
12 115000000 115298656 2481
13 0 1000000 4683
13 1000000 2000000 2855
13 2000000 3000000 3227
13 3000000 4000000 1168
13 4000000 5000000 7653
13 5000000 6000000 15560
13 6000000 7000000 13003
13 7000000 8000000 13372
13 8000000 9000000 17138
13 9000000 10000000 20354
13 10000000 11000000 20572
13 11000000 12000000 7331
13 12000000 13000000 3730
13 13000000 14000000 3824
13 14000000 15000000 4858
13 15000000 16000000 4677
13 16000000 17000000 2509
13 17000000 18000000 3789
13 18000000 19000000 3099
13 19000000 20000000 2882
13 20000000 21000000 3517
13 21000000 22000000 302
13 22000000 23000000 58
13 23000000 24000000 4492
13 24000000 25000000 2787
13 25000000 26000000 2394
13 26000000 27000000 4319
13 27000000 28000000 5200
13 28000000 29000000 3303
13 29000000 30000000 3518
13 30000000 31000000 2115
13 31000000 32000000 2911
13 32000000 33000000 3796
13 33000000 34000000 3988
13 34000000 35000000 3539
13 35000000 36000000 4247
13 36000000 37000000 3220
13 37000000 38000000 4170
13 38000000 39000000 4956
13 39000000 40000000 3602
13 40000000 41000000 2833
13 41000000 42000000 3540
13 42000000 43000000 4048
13 43000000 44000000 3651
13 44000000 45000000 2427
13 45000000 46000000 4199
13 46000000 47000000 3254
13 47000000 48000000 2450
13 48000000 49000000 2449
13 49000000 50000000 3588
13 50000000 51000000 2274
13 51000000 52000000 2227
13 52000000 53000000 2460
13 53000000 54000000 3162
13 54000000 55000000 4179
13 55000000 56000000 4973
13 56000000 57000000 4243
13 57000000 58000000 3304
13 58000000 59000000 3475
13 59000000 60000000 3370
13 60000000 61000000 3426
13 61000000 62000000 2330
13 62000000 63000000 3311
13 63000000 64000000 3185
13 64000000 65000000 3900
13 65000000 66000000 3303
13 66000000 67000000 4007
13 67000000 68000000 4163
13 68000000 69000000 4306
13 69000000 70000000 3459
13 70000000 71000000 3779
13 71000000 72000000 2985
13 72000000 73000000 2642
13 73000000 74000000 2597
13 74000000 75000000 4493
13 75000000 76000000 3107
13 76000000 77000000 3727
13 77000000 78000000 3610
13 78000000 79000000 4674
13 79000000 80000000 3117
13 80000000 81000000 2869
13 81000000 82000000 2737
13 82000000 83000000 3693
13 83000000 84000000 4791
13 84000000 85000000 4325
13 85000000 86000000 2722
13 86000000 87000000 4811
13 87000000 88000000 4966
13 88000000 89000000 5161
13 89000000 90000000 4900
13 90000000 91000000 5099
13 91000000 92000000 4257
13 92000000 93000000 3652
13 93000000 94000000 4185
13 94000000 95000000 4586
13 95000000 96000000 5022
13 96000000 97000000 2080
13 97000000 98000000 3192
13 98000000 99000000 3164
13 99000000 100000000 1688
13 100000000 100599875 902
14 0 1000000 4787
14 1000000 2000000 2091
14 2000000 3000000 11045
14 3000000 4000000 9171
14 4000000 5000000 5767
14 5000000 6000000 2423
14 6000000 7000000 3066
14 7000000 8000000 3611
14 8000000 9000000 3585
14 9000000 10000000 2327
14 10000000 11000000 2771
14 11000000 12000000 4197
14 12000000 13000000 5629
14 13000000 14000000 4073
14 14000000 15000000 4573
14 15000000 16000000 4231
14 16000000 17000000 3693
14 17000000 18000000 6629
14 18000000 19000000 4535
14 19000000 20000000 6556
14 20000000 21000000 4636
14 21000000 22000000 5190
14 22000000 23000000 3619
14 23000000 24000000 3722
14 24000000 25000000 4616
14 25000000 26000000 2915
14 26000000 27000000 2857
14 27000000 28000000 1902
14 28000000 29000000 2603
14 29000000 30000000 2613
14 30000000 31000000 3402
14 31000000 32000000 5070
14 32000000 33000000 4434
14 33000000 34000000 4051
14 34000000 35000000 5393
14 35000000 36000000 3232
14 36000000 37000000 3448
14 37000000 38000000 5214
14 38000000 39000000 5752
14 39000000 40000000 5254
